Year,Region,KerosenePrice_Assumed_Year2005USDPerkg,CarbonPrice_Assumed_Year2005USDPerkg,EffectiveKerosenePrice_WithCarbon_Year2005USDPerkg,Domestic_Fuel_Mt,International_Fuel_Mt,Domestic_RPK,International_RPK,Domestic_Hold_Freight_RTK,International_Hold_Freight_RTK,Domestic_Freighter_RTK,International_Freighter_RTK,Domestic_Passenger_Flights,International_Passenger_Flights,Domestic_Freighter_Flights,International_Freighter_Flights,Domestic_NOx_kt,International_NOx_kt,Domestic_AKM,International_AKM
2007.0,CHN,0.464973089,0.0,0.464973089,4.2613484831526875,9.093913039556355,82774798648.0,114019650705.75,1864078111.875,3716368439.5625,3740046854.375,15073013154.230469,669271.1691894531,413196.75990104675,325625.5999908447,511618.6734790802,52.51030348427594,120.2272352425498,1075184446.8125,1455040883.4658203
2007.0,IDN,0.464973089,0.0,0.464973089,1.070272950528306,2.459794509166386,29789735582.125,57848708579.0,493669678.29785156,647074830.875,20467624.424224854,810483143.9960938,335916.6537733078,314797.076833725,4950.778130959719,17794.75220757723,15.707490001397673,29.95677377609536,276271545.75683594,514848651.5234375
2007.0,IND,0.464973089,0.0,0.464973089,0.6644328813126776,1.9917369531467557,17865666476.0,50996536280.0,344586406.59375,913781004.71875,252565760.8125,380250405.609375,163459.41719055176,165635.54955291748,22862.400000572205,1571.3197794556618,10.212012509349734,25.066241692751646,182545722.59375,374301270.453125
2007.0,ASO,0.464973089,0.0,0.464973089,0.08271164997131564,1.7759447327625821,2580147617.25,32923677415.5,7078430.164550781,577931760.34375,4157.5580587387085,2087703655.5859375,23223.67077445984,114469.77838993073,0.0,53016.18135213852,1.1540204686461948,21.3773744427599,24013040.3671875,363641153.9453125
2007.0,JPN,0.464973089,0.0,0.464973089,2.021330405957997,5.775729325134307,54598827584.0,128602117568.0,732935405.6875,3032520370.25,0.0,2618335545.25,586290.4252624512,288092.9874267578,0.0,61854.51412963867,32.08925852924585,76.49889183044434,461405315.875,903167680.3125
2007.0,SKT,0.464973089,0.0,0.464973089,0.4032625382897095,5.0292059947387315,7685295387.1875,72717003240.0,45341858.838409424,2421209885.96875,74851.19999998808,6965291220.34375,240855.6344680786,216101.5256690979,22.400000000547152,369153.6226196289,6.675582243013196,65.83408856578171,83699929.4453125,788910973.25
2007.0,ANZ,0.464973089,0.0,0.464973089,1.4496666451959754,4.255520761478692,41550414843.875,102245006454.0,130060225.78466797,1064690792.53125,350062.4000015259,770316878.9375,323735.7528152466,238699.6186466217,28.799999999813735,2584.234922170639,20.094344715122133,55.25894367834553,346171715.90625,676728413.7421875
2007.0,USA,0.464973089,0.0,0.464973089,28.376771137918468,28.362478775323325,700025603229.0088,684519470070.9375,5038181376.288198,8853619873.271973,7190512204.6,7661852657.711426,6245473.859059334,2379893.2097759247,800654.2747192383,30112.646354198456,311.05593886351016,349.4941922877915,8157594046.527649,6620204249.624023
2007.0,CAN,0.464973089,0.0,0.464973089,0.5025727980828378,1.9093038412975147,15686931468.0,49267667284.0,113803935.3984375,779421967.4375,234282008.0234375,278634150.40625,178934.19612121582,189900.3550415039,36384.67085456848,1330.7508010268211,7.541472307872027,22.99678019247949,212129948.0546875,407722611.09375
2007.0,LAM,0.464973089,0.0,0.464973089,0.3255361921643072,5.504478631593088,8250450636.602295,139050244622.53516,40588963.28638005,1260442577.5260124,5748630.954012608,1278091556.1785946,170844.57014119625,776459.7469387054,5.799999999871943,48106.62878278643,4.91184115598719,67.40884546852249,89386187.69120789,1228924728.3164673
2007.0,BRA,0.464973089,0.0,0.464973089,1.66108902025735,2.2100858004996553,44963248396.0,54371728002.0,501796569.625,786912521.8125,1152809.996459961,224896806.53125,517951.0460510254,289901.86082458496,163.80000000447035,607.8146341443062,21.712650262750685,30.50063918158412,451656167.578125,401320417.21875
2007.0,MEX,0.464973089,0.0,0.464973089,0.5094491188065149,1.5418212296790443,15870324934.0,38956607422.0,24509081.58203125,310268502.1875,23508.800000190735,255825366.21875,230996.8447341919,193489.95429229736,4.7999999998137355,2198.990690112114,7.130054379114881,18.643257998861372,181034687.546875,334970808.5
2007.0,CHL,0.464973089,0.0,0.464973089,0.0820244058231765,0.7361436196661089,2901050907.5,14994851168.0,16185518.515625,243131049.984375,42245.60000038147,578974712.71875,32534.624519348145,70967.59857559204,6.399999999906868,11469.743609905243,1.277797829825431,9.712634576484561,29927960.630859375,146496702.15625
2007.0,ENE,0.464973089,0.0,0.464973089,0.015609295652211586,0.39700320710471715,318196614.859375,10201803929.75,693030.727230072,80004285.9975586,42.40000000037253,166902800.24414062,12173.891652107239,74793.37969589233,0.0,13310.766056001186,0.22546626064286102,4.605043943913188,4186684.0258789062,116666525.89550781
2007.0,ENW,0.464973089,0.0,0.464973089,1.707903865933531,13.23089826542855,30487331416.828125,337401498494.25,9063134.346326828,4770039704.881836,24015.166808128357,1535646215.821289,708175.4943776131,1964270.0699653625,3.599999999976717,20138.09146398306,29.19416199754778,175.3005775003694,267759406.83789062,2405474407.9140625
2007.0,EUE,0.464973089,0.0,0.464973089,0.01608759586713404,1.4875202615021408,368923363.48046875,42225599956.78125,501983.81918907166,181318588.51080322,177604.01490023732,88545568.92352295,15658.668499708176,335780.81350541115,95.00366972759366,13365.419081248343,0.2864373324682674,17.614604383386904,5044793.042938232,414317377.0029297
2007.0,EUW,0.464973089,0.0,0.464973089,0.49196927095306364,20.951254016865278,12408642231.820312,512815834098.0,9036327.219313458,6200802328.942383,10127.32470214367,9798907996.000977,317874.6472750902,2468811.1907806396,3.199999999895226,146057.66251254082,7.950121582616703,267.69074058369733,139203465.87683105,4537494004.3359375
2007.0,EUM,0.464973089,0.0,0.464973089,3.1298945034577628,17.717274130332953,86999967662.9375,463532879240.25,86076471.89117432,4227520600.701416,16374124.713810869,4364720912.5095825,1065536.645544529,2396133.461933136,8.799999999988358,64736.0652115643,46.961520842887694,227.0123316422687,744146343.5415039,3935436307.919922
2007.0,MEA,0.464973089,0.0,0.464973089,0.20650920649859472,10.932395325464313,6476049593.1875,154063565420.5,50592487.611694336,2762814759.3164062,6571.000904083252,16921498301.175781,66534.35115146637,526050.075838089,0.7999999999883585,381161.27939915657,3.7666658723610453,141.1295396127971,51777706.48730469,1852221608.09375
2007.0,MDA,0.464973089,0.0,0.464973089,0.09926320850439652,3.205841463714023,5003804332.818359,74897367097.5,22032421.293922424,1039556057.2929688,1917.4530121088028,2168785826.7578125,84120.58946383,361331.5126771927,0.7999999999883585,54773.18317770958,3.794685905334518,39.70958080200944,40172313.18273926,747780961.4804688
2008.0,AFE,0.464973089,0.0,0.464973089,0.007233063311332444,1.8580064013949595,112362060.41601562,32788267375.375,555125.9592437744,479167731.0019531,24.5,2100356628.5478516,7804.490075588226,128156.02946043015,0.0,40225.07685311884,0.12309438496959046,23.623996947018895,1811327.018661499,352029508.8486328
2008.0,AFN,0.464973089,0.0,0.464973089,0.0,1.4338698299252428,0.0,35015421281.25,0.0,407849511.8828125,0.0,638041448.6289062,0.0,177755.01910591125,0.0,14540.855087280273,0.0,17.219115906162187,0.0,335415729.7890625
2008.0,AFW,0.464973089,0.0,0.464973089,0.0,0.6494584451993433,0.0,16162106035.5625,0.0,196099231.75,0.0,193182485.7607422,0.0,85278.7915263176,0.0,3334.0429759174585,0.0,7.588056405540556,0.0,156300929.7451172
2008.0,AFZ,0.464973089,0.0,0.464973089,0.16640198230743408,1.3482140830783464,6855971284.0,32743605116.8125,45118571.71875,450969800.6152344,0.0,236350627.59085083,60935.20822143555,85939.50435066223,0.0,1331.0614289045334,3.4231667099520564,18.523891257762443,61610691.03125,206773593.4169922
2008.0,NIG,0.464973089,0.0,0.464973089,0.07317181449616328,0.3751780533057172,1889101200.25,7918550177.0,4417800.462890625,74332113.75,0.0,227304368.140625,36075.675243377686,39613.98272705078,0.0,1381.9928570985794,1.1768167674308643,4.867214912083,20537717.03515625,67485231.765625
2008.0,RUS,0.464973089,0.0,0.464973089,1.000909615191631,3.586338004563004,31400282418.0,86750715312.0,230133006.15625,928465403.625,567238579.625,3124427876.0,168067.10778808594,354472.3638305664,38143.69999694824,65094.755867004395,15.322691494598985,43.658684235066175,304773794.21875,909509211.875
2008.0,ASC,0.464973089,0.0,0.464973089,0.02023925885623612,0.8397060265851906,815614363.9375,20274639478.25,7716941.284667969,312234401.89746094,794.5,659586048.59375,6523.593260765076,91015.06287956238,0.0,18511.707942008972,0.38694351917365566,9.991087043308653,7355286.970214844,217024072.3203125
